,0
0,33552
1,19952
2,1752
3,10331
4,35487
5,10655
6,13972
7,11427
8,41796
9,25567
10,37774
11,29212
12,563
13,36033
14,14133
15,33371
16,2067
17,41152
18,25553
19,37732
20,35808
21,22246
22,25620
23,11555
24,37751
25,39557
26,13887
27,23403
28,36005
29,34086
30,18590
31,26893
32,23429
33,11992
34,3275
35,19954
36,10314
37,18333
38,41836
39,23430
40,11156
41,26862
42,23836
43,18404
44,15041
45,35344
46,35480
47,33628
48,31224
49,3343
50,41885
51,33496
52,25543
53,22738
54,36775
55,33621
56,8477
57,22716
58,29137
59,10737
60,41188
61,29219
62,27032
63,14122
64,23364
65,2774
66,3369
67,6249
68,40858
69,29159
70,29103
71,17955
72,33461
73,7021
74,25640
75,8252
76,41174
77,4843
78,23432
79,7006
80,33330
81,37770
82,33606
83,21973
84,23915
85,19070
86,10348
87,25536
88,19357
89,18984
90,8141
91,10303
92,8155
93,18369
94,36031
95,22741
96,36115
97,11503
98,42275
99,8225
