,0
0,36079
1,18337
2,38902
3,9706
4,38431
5,18308
6,39354
7,26147
8,11618
9,3967
10,34515
11,25804
12,11658
13,34175
14,27287
15,33377
16,26911
17,29250
18,34186
19,10322
20,36633
21,36575
22,42383
23,36521
24,22860
25,22415
26,18407
27,26272
28,9662
29,40800
30,29230
31,16309
32,28448
33,7703
34,27819
35,27236
36,27486
37,39798
38,40793
39,7692
40,27408
41,28540
42,40242
43,29374
44,33400
45,37404
46,35619
47,30689
48,38439
49,40338
50,32020
51,12633
52,41186
53,17735
54,18253
55,27059
56,16323
57,6098
58,36159
59,18259
60,8725
61,35551
62,6824
63,8747
64,36666
65,16316
66,41189
67,7636
68,40788
69,11961
70,24933
71,37879
72,16378
73,11838
74,17123
75,36651
76,9770
77,6935
78,37465
79,36316
80,19962
81,22448
82,28500
83,11661
84,11981
85,11902
86,39332
87,27855
88,27001
89,30740
90,41220
91,27530
92,25073
93,41116
94,34858
95,11042
96,26537
97,40552
98,18354
99,40753
