,0
0,15000
1,1955
2,36337
3,38350
4,32745
5,5245
6,6062
7,7889
8,4361
9,21049
10,18386
11,23355
12,5255
13,23913
14,29953
15,38115
16,1140
17,6646
18,16389
19,26538
20,6648
21,40309
22,23489
23,21367
24,34414
25,25901
26,41012
27,1411
28,18163
29,5382
30,4273
31,6030
32,36426
33,23607
34,1459
35,20697
36,13259
37,25231
38,43167
39,38904
40,33154
41,4374
42,35310
43,14914
44,25245
45,9976
46,23443
47,21679
48,1866
49,36573
50,7085
51,40281
52,13296
53,43147
54,6593
55,14707
56,31082
57,33854
58,36777
59,10853
60,23009
61,1027
62,4301
63,28899
64,34420
65,18345
66,31304
67,13263
68,18252
69,29983
70,19910
71,36758
72,33819
73,21119
74,31446
75,43181
76,33455
77,34488
78,34761
79,4310
80,1049
81,43208
82,8430
83,31087
84,18282
85,17307
86,18237
87,18417
88,20037
89,41812
90,41876
91,22085
92,4262
93,39808
94,5028
95,2902
96,8325
97,14386
98,21777
99,10897
