,0
0,21686
1,22830
2,41686
3,36409
4,36443
5,39595
6,40134
7,27808
8,14436
9,38325
10,37461
11,16528
12,24380
13,29604
14,14691
15,30529
16,23265
17,20567
18,7021
19,14501
20,35493
21,7278
22,17140
23,12479
24,42570
25,41788
26,11992
27,38564
28,12060
29,26822
30,33983
31,35821
32,4601
33,15860
34,38226
35,19040
36,11656
37,21714
38,41743
39,3452
40,24007
41,36670
42,27338
43,13739
44,26577
45,22895
46,11383
47,9853
48,10698
49,10535
50,11708
51,19987
52,12416
53,21890
54,8212
55,9283
56,6331
57,6508
58,20060
59,35670
60,13750
61,34753
62,33528
63,30920
64,7977
65,28117
66,37408
67,1401
68,37116
69,40997
70,26206
71,34926
72,20408
73,16258
74,1109
75,330
76,37294
77,25971
78,42126
79,11895
80,39977
81,33414
82,35607
83,31123
84,11778
85,36401
86,40931
87,40842
88,2462
89,11013
90,7028
91,23408
92,4485
93,14507
94,23449
95,11864
96,1433
97,21784
98,31840
99,11478
