,0
0,31437
1,7847
2,10471
3,26753
4,6229
5,41772
6,26530
7,2713
8,1870
9,1856
10,18947
11,36153
12,21124
13,7173
14,35488
15,23429
16,23332
17,35471
18,22702
19,13926
20,33355
21,37922
22,37043
23,36039
24,22278
25,40805
26,19088
27,9658
28,4844
29,11603
30,35464
31,7115
32,7278
33,22135
34,3266
35,21987
36,6209
37,3263
38,41827
39,35667
40,18951
41,26447
42,37774
43,9988
44,35810
45,35824
46,10057
47,18928
48,7795
49,39663
50,31443
51,33970
52,22692
53,4758
54,18350
55,3315
56,10315
57,41762
58,37966
59,3284
60,19840
61,36063
62,33527
63,26676
64,37752
65,42323
66,26423
67,10080
68,6212
69,31565
70,42522
71,42411
72,18364
73,36124
74,39552
75,7844
76,25523
77,7273
78,29123
79,1707
80,26382
81,25896
82,31587
83,26544
84,41757
85,26176
86,42372
87,10324
88,33415
89,23888
90,25515
91,4766
92,35711
93,37849
94,22956
95,41819
96,34916
97,13649
98,37032
99,26897
