,0
0,31161
1,13653
2,31097
3,23987
4,28068
5,39070
6,34498
7,16588
8,19260
9,21453
10,33593
11,34774
12,40913
13,9954
14,33515
15,36230
16,32763
17,38263
18,36175
19,22438
20,3327
21,25744
22,40009
23,30439
24,13128
25,11735
26,40919
27,10245
28,26803
29,27557
30,22130
31,11781
32,30567
33,15291
34,13590
35,22470
36,3123
37,29612
38,18543
39,26931
40,36325
41,20572
42,31234
43,22074
44,33180
45,11720
46,16768
47,21100
48,2648
49,31674
50,26513
51,20630
52,11068
53,20506
54,41573
55,7958
56,18351
57,42160
58,10019
59,33701
60,6038
61,33543
62,9979
63,16813
64,32642
65,9449
66,26487
67,20747
68,3453
69,20975
70,28100
71,11107
72,41558
73,14856
74,1517
75,6722
76,5899
77,38557
78,33623
79,34610
80,6042
81,34595
82,37405
83,38264
84,25220
85,11868
86,20517
87,3175
88,25855
89,41431
90,22042
91,6784
92,9696
93,3460
94,34202
95,13589
96,31612
97,26915
98,29625
99,34504
