,0
0,5495
1,9737
2,11545
3,4172
4,1610
5,2987
6,8501
7,41080
8,5475
9,3585
10,35526
11,19681
12,35581
13,40936
14,9715
15,17029
16,37520
17,2166
18,42731
19,12603
20,8963
21,38985
22,1537
23,8579
24,22320
25,4019
26,17040
27,25036
28,11631
29,12554
30,16978
31,2956
32,11570
33,36039
34,25029
35,38504
36,11011
37,27745
38,19772
39,5439
40,16977
41,30485
42,2170
43,2110
44,3934
45,5491
46,36018
47,35523
48,41184
49,12555
50,7007
51,31186
52,12568
53,9656
54,42676
55,11560
56,25034
57,15223
58,23374
59,15328
60,37673
61,20750
62,9773
63,16225
64,38432
65,9784
66,36073
67,12511
68,36164
69,11582
70,27066
71,6812
72,11581
73,38898
74,37357
75,38701
76,20773
77,1572
78,12631
79,26036
80,5531
81,39004
82,12510
83,11618
84,2159
85,12523
86,26075
87,35613
88,18318
89,26159
90,3889
91,28899
92,32006
93,35524
94,1627
95,2118
96,35541
97,33438
98,40807
99,6799
