,0
0,2858
1,9982
2,40650
3,14158
4,33541
5,37777
6,14178
7,22143
8,36120
9,34079
10,40674
11,18351
12,4774
13,10386
14,33610
15,19024
16,18965
17,2853
18,2777
19,25575
20,39713
21,35400
22,37707
23,14174
24,34080
25,25508
26,36021
27,19078
28,2761
29,10418
30,4851
31,29195
32,22150
33,40596
34,22295
35,3362
36,26194
37,25598
38,29140
39,18978
40,39710
41,40684
42,22289
43,8468
44,33608
45,2729
46,2771
47,33558
48,3344
49,34118
50,10364
51,39234
52,4829
53,23471
54,34092
55,22412
56,29183
57,34480
58,40683
59,18312
60,36079
61,23484
62,10607
63,22286
64,10218
65,35481
66,35439
67,10219
68,37788
69,37737
70,10270
71,4738
72,27950
73,11496
74,23839
75,4831
76,23485
77,31563
78,37802
79,14194
80,25563
81,13963
82,37826
83,36139
84,3250
85,26650
86,10193
87,25547
88,10291
89,3349
90,18355
91,41075
92,2827
93,19031
94,25584
95,39702
96,37759
97,18313
98,33559
99,2825
