,0
0,33376
1,37774
2,19621
3,36498
4,33625
5,39971
6,33664
7,40018
8,7929
9,23885
10,25275
11,33968
12,21045
13,22307
14,35320
15,34397
16,33751
17,36402
18,1846
19,39950
20,32220
21,39976
22,4474
23,33709
24,1812
25,36487
26,6933
27,37843
28,142
29,31797
30,1824
31,21156
32,41892
33,8864
34,39942
35,19645
36,34343
37,1632
38,19735
39,33445
40,36378
41,35853
42,33718
43,37821
44,39150
45,31901
46,23979
47,116
48,21804
49,25998
50,1551
51,41831
52,33657
53,25869
54,8846
55,35297
56,39935
57,41785
58,23855
59,34403
60,32237
61,33435
62,36484
63,1771
64,37793
65,4513
66,37800
67,33701
68,41798
69,25895
70,21079
71,1713
72,19620
73,1601
74,35310
75,33726
76,37690
77,41862
78,37744
79,40043
80,1697
81,9659
82,20972
83,1850
84,34459
85,33363
86,8790
87,8791
88,20973
89,12340
90,35215
91,1805
92,33336
93,21090
94,39149
95,36435
96,20850
97,25867
98,41893
99,39055
