,0
0,37764
1,36225
2,8103
3,34271
4,17258
5,7256
6,42476
7,5243
8,32522
9,4900
10,16545
11,5719
12,27089
13,2197
14,19697
15,33002
16,33590
17,15845
18,11138
19,14340
20,37837
21,29748
22,7998
23,5505
24,9687
25,13918
26,10067
27,29400
28,2950
29,31061
30,16732
31,15408
32,41034
33,9316
34,37288
35,37148
36,22718
37,38032
38,21786
39,5044
40,24070
41,9298
42,3707
43,39456
44,13880
45,17653
46,29458
47,2298
48,42016
49,3952
50,4679
51,15084
52,31597
53,11861
54,2713
55,26117
56,8525
57,40829
58,25041
59,36813
60,1393
61,29763
62,2800
63,4792
64,32378
65,29783
66,38999
67,38533
68,31138
69,38914
70,17316
71,36954
72,26155
73,43257
74,21439
75,37831
76,34833
77,40732
78,38200
79,41266
80,8066
81,10863
82,5768
83,41990
84,29802
85,17252
86,25442
87,15609
88,12409
89,29391
90,28757
91,40260
92,31825
93,41792
94,29860
95,18806
96,20609
97,3990
98,18138
99,20438
