,0
0,14996
1,26525
2,13437
3,27806
4,29232
5,1272
6,3541
7,15530
8,23925
9,42936
10,22522
11,27824
12,42967
13,41588
14,13912
15,2968
16,16343
17,10471
18,3470
19,15118
20,18883
21,16231
22,21624
23,2354
24,14437
25,19242
26,20057
27,6012
28,25075
29,37092
30,8239
31,12194
32,15114
33,41787
34,4302
35,3794
36,17772
37,3773
38,30390
39,14672
40,8256
41,11930
42,11118
43,16334
44,37462
45,3544
46,30428
47,1950
48,30797
49,3678
50,18804
51,3403
52,14883
53,779
54,21552
55,35787
56,10607
57,2921
58,16234
59,19620
60,18852
61,27784
62,13293
63,32942
64,13865
65,20012
66,26933
67,23941
68,18924
69,15450
70,6486
71,5932
72,6518
73,12001
74,16095
75,43019
76,9892
77,19752
78,13281
79,34382
80,27048
81,13237
82,30829
83,20029
84,3854
85,34371
86,3292
87,13610
88,5572
89,34376
90,27065
91,1327
92,3012
93,18790
94,38587
95,42780
96,18841
97,8611
98,24830
99,41593
