,0
0,30474
1,5750
2,25506
3,22100
4,7774
5,455
6,17179
7,18418
8,17127
9,27033
10,42247
11,13520
12,1169
13,23893
14,18377
15,18351
16,25896
17,5783
18,13654
19,12263
20,30447
21,31771
22,22091
23,5895
24,7735
25,20682
26,18946
27,11807
28,33120
29,18293
30,9984
31,39194
32,22084
33,22049
34,35164
35,18388
36,22128
37,12288
38,11778
39,12308
40,12243
41,8059
42,13647
43,22044
44,20167
45,6433
46,7839
47,21112
48,12267
49,39077
50,31258
51,1143
52,30464
53,5901
54,18265
55,12177
56,30566
57,3380
58,5769
59,3555
60,22067
61,29860
62,9974
63,2562
64,26022
65,18318
66,19084
67,1117
68,26013
69,7865
70,22035
71,13611
72,22122
73,10109
74,20280
75,13604
76,29906
77,1612
78,18327
79,27000
80,22076
81,30461
82,39168
83,871
84,17204
85,468
86,20113
87,31764
88,20157
89,18368
90,17136
91,21060
92,13623
93,26348
94,13662
95,35776
96,38191
97,22028
98,18305
99,872
