,0
0,10300
1,32238
2,29769
3,4654
4,18379
5,21439
6,10225
7,18920
8,18346
9,20589
10,20137
11,29902
12,17104
13,22057
14,13570
15,987
16,25883
17,3465
18,13672
19,20163
20,5043
21,10307
22,30474
23,33784
24,30445
25,16718
26,22047
27,18296
28,16794
29,9410
30,8059
31,12270
32,20586
33,13685
34,20721
35,12300
36,3100
37,9345
38,29211
39,3207
40,20544
41,3199
42,27702
43,18340
44,21429
45,18185
46,29886
47,18362
48,18104
49,3464
50,21974
51,30473
52,32759
53,30471
54,22058
55,13650
56,15852
57,22003
58,20643
59,18279
60,20189
61,3425
62,13554
63,3424
64,22074
65,341
66,8111
67,33683
68,35750
69,3516
70,32249
71,450
72,29906
73,3453
74,18402
75,924
76,5862
77,32242
78,454
79,13530
80,13562
81,23856
82,13611
83,22110
84,444
85,21451
86,42079
87,26339
88,16876
89,3481
90,3412
91,10226
92,21335
93,18293
94,26003
95,27700
96,17131
97,35698
98,3152
99,18343
