,0
0,38436
1,28760
2,24465
3,12389
4,42760
5,42556
6,20816
7,41820
8,26281
9,28714
10,17197
11,1376
12,39182
13,1000
14,12423
15,26098
16,17997
17,20897
18,31942
19,23020
20,20870
21,7274
22,36356
23,34929
24,7801
25,12850
26,26280
27,15908
28,21025
29,33298
30,40158
31,3455
32,28764
33,10825
34,29105
35,29106
36,19081
37,29893
38,33573
39,36462
40,25377
41,28761
42,24496
43,29174
44,42498
45,7081
46,33798
47,33644
48,28791
49,31546
50,32366
51,39982
52,14818
53,30443
54,41886
55,38917
56,35983
57,23014
58,5081
59,37124
60,26479
61,29225
62,2179
63,30054
64,27596
65,26045
66,30056
67,38660
68,2073
69,31494
70,2536
71,30032
72,39201
73,32339
74,17088
75,23112
76,20423
77,14143
78,8929
79,38398
80,20954
81,37716
82,21000
83,33595
84,17143
85,29189
86,40097
87,3574
88,36362
89,30040
90,20388
91,1572
92,29127
93,20466
94,17671
95,7843
96,42704
97,32327
98,42503
99,27661
