,0
0,31833
1,30901
2,34873
3,1456
4,42617
5,20698
6,34695
7,24542
8,37278
9,22244
10,10806
11,851
12,5191
13,20308
14,35448
15,26562
16,28476
17,22513
18,39797
19,5276
20,30191
21,402
22,37329
23,41647
24,36762
25,30802
26,27494
27,453
28,29744
29,8920
30,16044
31,28730
32,14341
33,34976
34,22297
35,35394
36,39775
37,20366
38,30471
39,34791
40,11551
41,43106
42,30858
43,30759
44,30872
45,28413
46,36694
47,24642
48,26659
49,24178
50,3749
51,19954
52,24213
53,3358
54,27533
55,33138
56,26641
57,35339
58,3355
59,32993
60,22542
61,14345
62,10103
63,30588
64,3684
65,41864
66,1443
67,34046
68,3734
69,23935
70,23749
71,24492
72,41368
73,8860
74,11913
75,13641
76,39996
77,1481
78,22315
79,30146
80,30825
81,24567
82,9554
83,22436
84,21958
85,1713
86,35168
87,30127
88,42754
89,33753
90,43145
91,33460
92,8855
93,41272
94,42640
95,33641
96,9630
97,3748
98,7993
99,24152
