,0
0,17187
1,8747
2,41027
3,7073
4,41090
5,41145
6,36523
7,40540
8,26636
9,33300
10,33448
11,35586
12,38589
13,12633
14,38890
15,26917
16,11521
17,37511
18,38526
19,27408
20,13261
21,25361
22,1650
23,12639
24,7717
25,40763
26,11946
27,12610
28,12599
29,36033
30,23667
31,22339
32,31972
33,23952
34,40374
35,34863
36,34914
37,41080
38,26304
39,28426
40,9787
41,27721
42,34183
43,9665
44,3933
45,36561
46,11981
47,34978
48,11532
49,25057
50,38369
51,18294
52,25359
53,36628
54,37403
55,32022
56,25856
57,37860
58,25138
59,9645
60,33368
61,9790
62,39339
63,12550
64,11906
65,23507
66,26686
67,34972
68,14405
69,2522
70,16383
71,23965
72,25459
73,23832
74,40889
75,34818
76,10140
77,11125
78,35607
79,27878
80,15421
81,9700
82,40750
83,23516
84,38478
85,26311
86,27052
87,17210
88,26923
89,34976
90,25497
91,27370
92,28522
93,36038
94,40425
95,10465
96,34254
97,38155
98,33323
99,11943
