,0
0,19119
1,29329
2,9725
3,3071
4,28277
5,33085
6,27249
7,15979
8,6474
9,39595
10,18468
11,20498
12,2692
13,23405
14,7591
15,39392
16,7410
17,27182
18,37466
19,33479
20,30276
21,25391
22,8219
23,13946
24,10397
25,12101
26,37751
27,5222
28,15345
29,6041
30,17124
31,16993
32,24264
33,19542
34,21148
35,29825
36,32113
37,28366
38,11300
39,3299
40,29564
41,36067
42,2056
43,41870
44,38416
45,33333
46,25976
47,7465
48,14211
49,23693
50,20817
51,16074
52,33071
53,4411
54,38113
55,28482
56,37447
57,9908
58,36682
59,18162
60,43216
61,18399
62,18629
63,41606
64,14694
65,30449
66,30806
67,40958
68,7557
69,11918
70,23437
71,38085
72,8931
73,26495
74,8097
75,31822
76,27411
77,23410
78,32949
79,30828
80,11275
81,21817
82,17122
83,34487
84,37762
85,11246
86,30194
87,5203
88,16272
89,10816
90,37445
91,24236
92,20898
93,16297
94,3042
95,39526
96,21153
97,12091
98,25814
99,5220
