,0
0,34780
1,35315
2,2869
3,34813
4,40363
5,34673
6,33334
7,35317
8,33156
9,16268
10,21670
11,16298
12,23331
13,16310
14,33402
15,14001
16,23324
17,43096
18,40259
19,4947
20,13230
21,40346
22,13207
23,5033
24,5240
25,38870
26,13336
27,22450
28,34686
29,40341
30,1353
31,27352
32,8950
33,23325
34,40261
35,1365
36,1178
37,34786
38,33228
39,41768
40,33170
41,33221
42,13332
43,40241
44,13186
45,23338
46,33431
47,34795
48,35318
49,33183
50,31268
51,34751
52,33806
53,4945
54,1016
55,4949
56,13280
57,33416
58,8945
59,16341
60,35306
61,12502
62,13220
63,14389
64,6429
65,17276
66,28184
67,16234
68,22411
69,33139
70,33309
71,16237
72,40058
73,33397
74,33807
75,33225
76,20825
77,16330
78,33882
79,33137
80,16337
81,40338
82,16197
83,33144
84,34667
85,33288
86,40279
87,14117
88,40379
89,13302
90,33366
91,34654
92,23365
93,12500
94,13263
95,33202
96,41751
97,35161
98,5055
99,4991
