,0
0,36321
1,22313
2,30258
3,31099
4,15475
5,30330
6,18792
7,34341
8,29236
9,21079
10,23838
11,30422
12,24004
13,35152
14,42964
15,37077
16,15678
17,37047
18,22296
19,39559
20,15504
21,21010
22,37804
23,18772
24,22297
25,14598
26,4123
27,15425
28,24793
29,14680
30,17588
31,28728
32,3279
33,33876
34,3337
35,18926
36,26143
37,30396
38,37020
39,26520
40,23843
41,3307
42,37154
43,23818
44,37017
45,3294
46,30420
47,22140
48,4090
49,18775
50,38647
51,1334
52,27793
53,3352
54,42405
55,13519
56,38582
57,37060
58,3257
59,42340
60,18920
61,35691
62,28652
63,3214
64,3718
65,4132
66,18891
67,24815
68,30485
69,18917
70,15715
71,18804
72,37016
73,37057
74,35157
75,21088
76,29845
77,10990
78,37114
79,34336
80,18900
81,15713
82,34466
83,37065
84,22229
85,3295
86,27819
87,21075
88,18830
89,37026
90,21024
91,23973
92,9971
93,34362
94,34448
95,18921
96,30429
97,37033
98,40288
99,30305
