,0
0,2544
1,29891
2,34853
3,40347
4,40953
5,2553
6,15424
7,13300
8,29747
9,29864
10,8997
11,28302
12,13025
13,17444
14,30495
15,43020
16,35062
17,20683
18,29776
19,33956
20,30465
21,31270
22,30149
23,29178
24,32608
25,42388
26,42378
27,2562
28,37593
29,18963
30,11555
31,40933
32,11611
33,37617
34,35168
35,11616
36,41846
37,33346
38,42265
39,39208
40,40816
41,31916
42,21458
43,33593
44,11659
45,28294
46,3361
47,42357
48,40274
49,30639
50,38998
51,23493
52,36430
53,37054
54,18950
55,28470
56,15527
57,7611
58,41259
59,6336
60,29745
61,7864
62,20618
63,37112
64,21356
65,17455
66,37618
67,9007
68,4213
69,9693
70,26261
71,31920
72,1009
73,26221
74,2666
75,11587
76,3235
77,40971
78,16720
79,11520
80,40798
81,2692
82,41626
83,7735
84,27845
85,29128
86,15458
87,40740
88,201
89,2689
90,39273
91,18990
92,33544
93,37050
94,29768
95,30258
96,2593
97,2627
98,30217
99,41786
