,0
0,40991
1,28248
2,10771
3,19088
4,40280
5,37673
6,25647
7,21404
8,41853
9,9684
10,8970
11,24719
12,3821
13,9731
14,40795
15,30525
16,13089
17,35101
18,33852
19,43008
20,32130
21,35291
22,29806
23,6354
24,37711
25,41613
26,38163
27,30143
28,41829
29,13209
30,35216
31,37960
32,11705
33,42251
34,17455
35,11824
36,15446
37,37369
38,7565
39,24722
40,37045
41,41010
42,42336
43,37821
44,33381
45,2601
46,33420
47,13384
48,18148
49,37034
50,6096
51,40854
52,35185
53,19132
54,32129
55,10257
56,11690
57,11823
58,17522
59,31954
60,10744
61,21355
62,29825
63,29905
64,40981
65,38974
66,37352
67,11541
68,275
69,17454
70,13465
71,33441
72,30084
73,41815
74,36411
75,6416
76,33530
77,7384
78,41794
79,2564
80,35112
81,10721
82,11691
83,19182
84,34960
85,43021
86,175
87,36515
88,41819
89,41035
90,30331
91,7644
92,30353
93,42874
94,27797
95,17534
96,9748
97,43067
98,20725
99,30194
