,0
0,14830
1,38687
2,33410
3,31714
4,1556
5,21246
6,35160
7,20801
8,24491
9,21278
10,28798
11,1693
12,12469
13,28620
14,28618
15,6934
16,7901
17,26068
18,10152
19,14745
20,35242
21,29196
22,1719
23,34837
24,28826
25,35266
26,20930
27,20609
28,4585
29,35255
30,36336
31,1708
32,12477
33,31966
34,35304
35,21121
36,41853
37,25900
38,1714
39,3409
40,4704
41,34902
42,1000
43,24402
44,34937
45,37708
46,8930
47,26304
48,23019
49,26227
50,6571
51,8901
52,20999
53,25878
54,8833
55,37840
56,1834
57,1639
58,29930
59,31947
60,2078
61,28952
62,1537
63,34910
64,3473
65,8811
66,28842
67,1773
68,26001
69,37522
70,37852
71,3517
72,36841
73,26547
74,22824
75,12373
76,1573
77,25987
78,34900
79,34820
80,23959
81,41782
82,14117
83,14783
84,8869
85,31651
86,4606
87,12393
88,40073
89,14758
90,14748
91,4644
92,14797
93,36462
94,3467
95,2058
96,35175
97,30012
98,35293
99,27559
