,0
0,40231
1,39063
2,24961
3,20322
4,25813
5,20734
6,2597
7,16839
8,18368
9,35051
10,33616
11,15286
12,22357
13,3469
14,29797
15,5823
16,8000
17,42249
18,6582
19,13753
20,26854
21,29147
22,41830
23,33575
24,28188
25,9942
26,29366
27,34480
28,31176
29,34701
30,40041
31,26852
32,36308
33,30466
34,33770
35,6549
36,20437
37,24120
38,28095
39,3497
40,6734
41,29072
42,31263
43,21397
44,6569
45,6649
46,20323
47,5948
48,35124
49,29583
50,40223
51,10073
52,6466
53,34800
54,18976
55,20534
56,5897
57,22468
58,35768
59,8541
60,37066
61,33483
62,14808
63,10003
64,10069
65,35782
66,23482
67,10167
68,35812
69,19244
70,12271
71,7961
72,27670
73,35761
74,41444
75,39178
76,13525
77,22394
78,30673
79,23778
80,22057
81,26459
82,18366
83,21369
84,33607
85,27005
86,33579
87,38302
88,39168
89,20971
90,31276
91,1629
92,11717
93,37156
94,11053
95,25804
96,25119
97,30600
98,20506
99,24891
