,0
0,27389
1,18312
2,8688
3,6247
4,11895
5,27278
6,25827
7,40974
8,3936
9,26996
10,33386
11,12537
12,27433
13,39355
14,37506
15,27287
16,36095
17,25787
18,33391
19,39732
20,11899
21,36114
22,35538
23,23653
24,3992
25,10231
26,26010
27,6371
28,22322
29,19960
30,38417
31,36253
32,30238
33,29383
34,18358
35,34529
36,8766
37,39017
38,3327
39,3966
40,34626
41,42690
42,26085
43,30667
44,27425
45,26189
46,7646
47,22831
48,39866
49,7716
50,30506
51,31089
52,26287
53,36620
54,11639
55,6227
56,11522
57,3907
58,6101
59,34182
60,37359
61,28073
62,28484
63,40798
64,2029
65,3921
66,16383
67,4707
68,17145
69,40273
70,26135
71,6384
72,29326
73,25732
74,15369
75,18402
76,22983
77,39902
78,12519
79,17108
80,6217
81,18370
82,36183
83,40861
84,37877
85,11936
86,26175
87,22428
88,41193
89,23852
90,23617
91,34476
92,20626
93,40854
94,9751
95,34920
96,27001
97,22936
98,7421
99,40806
