,0
0,42757
1,30348
2,13881
3,3479
4,416
5,29107
6,13416
7,13315
8,35821
9,41880
10,16239
11,13937
12,39492
13,9654
14,19141
15,37041
16,15494
17,40491
18,35751
19,34433
20,15513
21,15826
22,34449
23,20027
24,13349
25,679
26,20000
27,11894
28,22491
29,19265
30,38442
31,30378
32,38686
33,23976
34,18873
35,33628
36,26474
37,26382
38,38417
39,37053
40,15761
41,15519
42,23972
43,18816
44,35734
45,38665
46,26941
47,29757
48,38683
49,38926
50,6553
51,15874
52,8179
53,20098
54,19975
55,6572
56,13269
57,40514
58,13512
59,5485
60,19991
61,16967
62,34359
63,180
64,8570
65,35795
66,42145
67,33575
68,10382
69,37386
70,8219
71,14579
72,35581
73,42963
74,13387
75,38569
76,3561
77,25029
78,17891
79,11006
80,29235
81,30308
82,6477
83,16264
84,36395
85,6889
86,25087
87,3463
88,40378
89,26686
90,3999
91,40555
92,13393
93,37416
94,206
95,4064
96,35719
97,17035
98,4750
99,8244
