,0
0,5458
1,9706
2,40064
3,11307
4,5109
5,28040
6,31928
7,8507
8,26948
9,1473
10,26625
11,1514
12,9761
13,13529
14,10991
15,20935
16,1415
17,9797
18,33278
19,9648
20,7307
21,8572
22,33289
23,1396
24,20799
25,1487
26,9690
27,9769
28,26934
29,8560
30,15607
31,628
32,3374
33,26631
34,40130
35,7378
36,7367
37,2715
38,15601
39,5161
40,3214
41,8523
42,9686
43,31779
44,26600
45,7407
46,40106
47,7366
48,8472
49,27504
50,9654
51,7401
52,33813
53,27395
54,8474
55,40065
56,13662
57,1505
58,26647
59,206
60,8516
61,1383
62,27975
63,36479
64,2539
65,23948
66,11483
67,33878
68,9727
69,7397
70,11313
71,7320
72,140
73,9652
74,27410
75,6590
76,27860
77,24248
78,2610
79,25013
80,2675
81,21982
82,6568
83,18667
84,2184
85,8550
86,3328
87,2687
88,8519
89,31776
90,7336
91,9764
92,9786
93,3835
94,3221
95,38090
96,8596
97,8520
98,27473
99,1964
