,0
0,22648
1,36141
2,36145
3,17472
4,17433
5,36921
6,42330
7,14031
8,36035
9,4823
10,36915
11,17559
12,36930
13,36981
14,7462
15,25661
16,37173
17,14118
18,9976
19,42287
20,33591
21,37777
22,41887
23,36077
24,39388
25,10388
26,36094
27,22777
28,14041
29,35439
30,36105
31,35336
32,37177
33,36954
34,10481
35,35431
36,35425
37,10316
38,33476
39,9802
40,19864
41,19904
42,34632
43,25505
44,36117
45,9808
46,9978
47,36055
48,8501
49,35443
50,42306
51,7436
52,7597
53,39637
54,10392
55,10355
56,36068
57,36995
58,39922
59,36078
60,17159
61,36884
62,40895
63,22792
64,17446
65,10413
66,42293
67,42328
68,22737
69,17172
70,36115
71,36003
72,36931
73,9804
74,22700
75,10120
76,37738
77,6941
78,35484
79,36993
80,4756
81,25466
82,17133
83,40548
84,8488
85,36138
86,22787
87,17556
88,35427
89,36146
90,41898
91,14036
92,28721
93,22672
94,22740
95,42317
96,40880
97,14030
98,10459
99,36061
