,0
0,35761
1,15416
2,34807
3,40404
4,34388
5,34317
6,37114
7,5924
8,3376
9,38922
10,37079
11,26528
12,34804
13,5985
14,27733
15,33951
16,5920
17,15414
18,34334
19,33969
20,27865
21,36424
22,3285
23,3352
24,18887
25,16069
26,39011
27,23983
28,36381
29,38714
30,3314
31,40364
32,34445
33,34083
34,40286
35,681
36,42055
37,40543
38,40214
39,22286
40,42910
41,40498
42,40716
43,26038
44,36216
45,30068
46,37057
47,15420
48,38792
49,6066
50,39208
51,40423
52,22360
53,5962
54,23304
55,18238
56,33643
57,25049
58,31943
59,11146
60,25869
61,40436
62,34352
63,4121
64,27867
65,2520
66,41548
67,40325
68,34368
69,42977
70,30429
71,23961
72,33655
73,6057
74,18068
75,33708
76,2012
77,40233
78,15470
79,36488
80,38888
81,40442
82,24504
83,39570
84,33965
85,40472
86,3251
87,33773
88,9280
89,22144
90,11139
91,15426
92,15448
93,37047
94,13896
95,43094
96,40215
97,27792
98,40405
99,39376
