,0
0,17967
1,39002
2,36455
3,42973
4,3452
5,41583
6,15536
7,13302
8,8190
9,34419
10,28729
11,15760
12,9672
13,11134
14,34346
15,23893
16,27078
17,42758
18,3230
19,36413
20,22618
21,43058
22,38882
23,36434
24,32569
25,17814
26,3397
27,3692
28,16331
29,35699
30,15045
31,17787
32,27739
33,3407
34,6478
35,451
36,2946
37,3814
38,31245
39,15421
40,2959
41,27008
42,11987
43,17246
44,19240
45,15500
46,39418
47,16992
48,9710
49,18833
50,440
51,8263
52,41778
53,26926
54,3464
55,10469
56,2375
57,15411
58,26692
59,26957
60,10827
61,16320
62,13188
63,9828
64,11997
65,27781
66,41704
67,36858
68,8615
69,6524
70,18444
71,9627
72,15430
73,36347
74,6497
75,15521
76,15042
77,8188
78,27750
79,29087
80,13187
81,13535
82,31133
83,26565
84,467
85,14476
86,14524
87,26617
88,23921
89,17905
90,18541
91,13342
92,3639
93,16077
94,2929
95,8614
96,38944
97,37467
98,18553
99,23953
