,0
0,23260
1,27859
2,14274
3,8945
4,11348
5,4933
6,5063
7,1103
8,20890
9,14443
10,21060
11,18251
12,34790
13,33876
14,5060
15,1090
16,33314
17,4486
18,1221
19,8844
20,8875
21,25683
22,34683
23,8890
24,13196
25,23543
26,1349
27,14430
28,3860
29,1508
30,13227
31,1067
32,33944
33,8907
34,13228
35,34480
36,8920
37,4402
38,14896
39,23308
40,23556
41,18370
42,1430
43,12676
44,33210
45,25509
46,23569
47,33834
48,32683
49,33457
50,34761
51,1162
52,4410
53,43100
54,6735
55,14522
56,36360
57,8808
58,32644
59,33189
60,36503
61,2876
62,4056
63,34650
64,13230
65,1312
66,34698
67,10985
68,41403
69,8942
70,2366
71,17405
72,6432
73,29964
74,33235
75,8805
76,11702
77,33257
78,27377
79,25524
80,8904
81,1348
82,8630
83,13064
84,10334
85,3882
86,14419
87,8886
88,34487
89,34654
90,6681
91,8941
92,14248
93,33152
94,23815
95,13212
96,39364
97,23209
98,23218
99,4948
