,0
0,29835
1,37204
2,11772
3,1885
4,40520
5,37422
6,34828
7,34854
8,42259
9,10895
10,41013
11,36511
12,21306
13,271
14,10729
15,37447
16,43072
17,26779
18,42945
19,11698
20,34893
21,9136
22,37383
23,20097
24,10733
25,42783
26,26804
27,41925
28,40955
29,26830
30,11742
31,23737
32,30888
33,12206
34,35980
35,2682
36,17171
37,2661
38,40992
39,41058
40,11699
41,11767
42,43048
43,39375
44,42959
45,10957
46,30384
47,35849
48,30769
49,37476
50,39234
51,10858
52,37446
53,30359
54,11543
55,42978
56,26753
57,2606
58,10768
59,7425
60,40926
61,10687
62,9672
63,26273
64,11797
65,2607
66,40959
67,34945
68,34894
69,11530
70,30341
71,37450
72,11736
73,10760
74,10942
75,37408
76,10796
77,37460
78,35845
79,12232
80,40493
81,16065
82,9746
83,10850
84,41026
85,34910
86,41006
87,41037
88,43026
89,25986
90,10705
91,30325
92,11717
93,11715
94,37380
95,17173
96,23997
97,32097
98,12258
99,24660
