,0
0,32876
1,15517
2,10503
3,15740
4,38951
5,41591
6,5859
7,22501
8,40273
9,14687
10,19594
11,26998
12,18487
13,39002
14,23971
15,15407
16,27857
17,19749
18,18924
19,38651
20,16353
21,31100
22,15742
23,3524
24,21492
25,466
26,42847
27,9827
28,36464
29,8466
30,11059
31,3298
32,27757
33,17862
34,29207
35,29234
36,3416
37,15487
38,30064
39,42956
40,445
41,26867
42,34327
43,6052
44,18495
45,27034
46,22563
47,26583
48,15380
49,32799
50,13314
51,43078
52,34788
53,13285
54,41858
55,15706
56,5095
57,16211
58,22491
59,34468
60,21624
61,11051
62,16253
63,37019
64,17063
65,15186
66,9470
67,14522
68,17912
69,3538
70,40381
71,19727
72,19650
73,36849
74,20048
75,18473
76,13331
77,15401
78,14476
79,1973
80,39740
81,27762
82,26543
83,13267
84,5798
85,19763
86,14393
87,38966
88,27822
89,14492
90,37029
91,17050
92,41848
93,8153
94,14518
95,27743
96,42923
97,36373
98,14463
99,26454
