,0
0,37958
1,35429
2,6095
3,26476
4,26529
5,7318
6,27038
7,1909
8,23846
9,26884
10,18972
11,1775
12,39958
13,15846
14,34079
15,40711
16,26466
17,13870
18,31146
19,35473
20,11231
21,23941
22,30433
23,8671
24,40633
25,13555
26,8620
27,36176
28,35466
29,22260
30,15206
31,11596
32,5764
33,35380
34,1830
35,26886
36,23381
37,9947
38,33365
39,11578
40,37733
41,6151
42,39606
43,42360
44,22004
45,26056
46,37892
47,14167
48,948
49,7106
50,11487
51,26451
52,1811
53,19442
54,31506
55,13873
56,22828
57,37938
58,7120
59,998
60,966
61,11511
62,22198
63,7397
64,22687
65,39948
66,37831
67,37141
68,22116
69,26438
70,31451
71,23368
72,36144
73,11532
74,40876
75,37063
76,13968
77,25493
78,17063
79,16735
80,13528
81,40043
82,18551
83,42414
84,33561
85,6173
86,39598
87,10383
88,40704
89,23420
90,14075
91,5899
92,22288
93,6179
94,42269
95,10388
96,16899
97,10012
98,39694
99,35671
