,0
0,16473
1,26811
2,25988
3,20239
4,3696
5,2812
6,42904
7,43042
8,41514
9,30373
10,17205
11,42730
12,25035
13,13297
14,40117
15,14080
16,10153
17,21308
18,9984
19,25072
20,2830
21,28581
22,5131
23,4847
24,23119
25,9890
26,30155
27,16745
28,10102
29,35422
30,15833
31,13976
32,15356
33,2363
34,40383
35,36021
36,28333
37,18554
38,11034
39,25488
40,3939
41,37730
42,27900
43,41539
44,15761
45,9010
46,37415
47,36918
48,10034
49,1146
50,3649
51,453
52,16454
53,30879
54,42027
55,18102
56,40350
57,33290
58,5045
59,17681
60,961
61,7128
62,39202
63,21880
64,31544
65,32719
66,19292
67,17959
68,4213
69,25399
70,28708
71,41840
72,9492
73,43041
74,21908
75,4932
76,42761
77,919
78,15721
79,23941
80,21860
81,21772
82,34271
83,19409
84,11846
85,10189
86,3443
87,29752
88,34570
89,835
90,23915
91,39602
92,16809
93,30367
94,30834
95,21678
96,31614
97,41939
98,20686
99,7418
