,0
0,22754
1,27519
2,1391
3,32261
4,23830
5,25035
6,26823
7,18719
8,36152
9,21114
10,27428
11,33229
12,36340
13,5161
14,4302
15,22698
16,9776
17,9696
18,9768
19,2610
20,23971
21,9783
22,26737
23,15613
24,26870
25,33179
26,1360
27,6704
28,26049
29,98
30,30394
31,23954
32,26161
33,6624
34,4966
35,36446
36,21865
37,15697
38,12656
39,3824
40,3838
41,27874
42,36158
43,18746
44,22701
45,33147
46,20969
47,23989
48,23992
49,30281
50,21891
51,30745
52,3852
53,27431
54,9772
55,21108
56,33265
57,1478
58,27409
59,21283
60,26814
61,43055
62,27510
63,2352
64,6539
65,6714
66,27528
67,27881
68,22677
69,21905
70,6552
71,8723
72,23986
73,6548
74,36142
75,36462
76,12512
77,17745
78,2568
79,6626
80,23940
81,5148
82,36447
83,12523
84,5091
85,18442
86,26790
87,2223
88,20797
89,7408
90,15655
91,13914
92,6632
93,6499
94,11043
95,27054
96,27047
97,5168
98,13944
99,11080
