,0
0,41802
1,33158
2,4961
3,4366
4,39870
5,38928
6,39894
7,20967
8,29587
9,4538
10,7789
11,8318
12,31429
13,4384
14,33256
15,42408
16,10995
17,15907
18,24479
19,5035
20,8329
21,4311
22,16292
23,23041
24,25713
25,10008
26,25804
27,11719
28,1443
29,15980
30,18232
31,6066
32,8336
33,3405
34,34362
35,23477
36,20942
37,18427
38,16189
39,1165
40,16377
41,5928
42,13038
43,2873
44,20095
45,17252
46,20282
47,10063
48,32699
49,35162
50,2709
51,41759
52,23191
53,39766
54,40324
55,9529
56,10986
57,33850
58,23408
59,12470
60,15922
61,34409
62,16010
63,23248
64,13283
65,33903
66,12444
67,30020
68,40930
69,32725
70,33859
71,35176
72,21659
73,2937
74,6069
75,38337
76,5921
77,18255
78,35155
79,1451
80,33884
81,23282
82,37347
83,18224
84,18184
85,16307
86,16349
87,2697
88,34722
89,41888
90,42795
91,17063
92,4959
93,14782
94,23510
95,4289
96,9972
97,2936
98,5862
99,41864
