,0
0,18866
1,3302
2,13996
3,29221
4,2009
5,37179
6,41888
7,34463
8,22550
9,41870
10,27782
11,16062
12,15714
13,15784
14,6534
15,19660
16,42922
17,18562
18,37391
19,13241
20,39894
21,18860
22,3271
23,24740
24,13904
25,3319
26,42995
27,32333
28,16902
29,5803
30,22294
31,8609
32,6227
33,38551
34,30374
35,5876
36,22587
37,42590
38,29179
39,9626
40,29078
41,14999
42,10419
43,27846
44,16887
45,33465
46,15808
47,26931
48,11149
49,20099
50,3481
51,30291
52,16988
53,16914
54,449
55,38605
56,18762
57,11040
58,17007
59,22491
60,37360
61,13251
62,26888
63,32384
64,43058
65,15862
66,26583
67,43005
68,27719
69,13548
70,18925
71,16342
72,26419
73,37375
74,38545
75,34411
76,18895
77,3335
78,13970
79,477
80,14615
81,41846
82,10329
83,37523
84,43067
85,37030
86,24714
87,14447
88,37476
89,37517
90,30801
91,26691
92,32809
93,42966
94,22518
95,14616
96,22630
97,13629
98,32566
99,41792
