,0
0,38273
1,9674
2,24442
3,21906
4,3743
5,37103
6,248
7,11114
8,41792
9,30542
10,2671
11,7269
12,39041
13,13347
14,17477
15,29877
16,36352
17,38585
18,32103
19,35965
20,10679
21,34961
22,35258
23,30520
24,2669
25,30381
26,18549
27,11653
28,34893
29,42623
30,41883
31,25671
32,38974
33,39234
34,11023
35,41394
36,11827
37,18017
38,25626
39,42327
40,20754
41,29871
42,13245
43,41781
44,247
45,36125
46,18949
47,40411
48,7644
49,7607
50,30111
51,28278
52,11702
53,37840
54,2647
55,21334
56,30394
57,30218
58,29991
59,23347
60,30043
61,13239
62,25987
63,30158
64,35133
65,33514
66,40988
67,30261
68,4220
69,29643
70,11510
71,32105
72,42960
73,24418
74,17173
75,13442
76,37588
77,25560
78,20650
79,42294
80,42401
81,34815
82,24753
83,10662
84,7527
85,35195
86,31498
87,37053
88,10730
89,11677
90,39188
91,13519
92,39181
93,37617
94,22200
95,18525
96,38341
97,5715
98,25598
99,2613
