,0
0,10338
1,22785
2,7387
3,15612
4,22030
5,22803
6,3363
7,8142
8,37853
9,27030
10,26844
11,22222
12,13954
13,33410
14,22131
15,36028
16,13546
17,22240
18,4759
19,4867
20,2749
21,14081
22,34934
23,7341
24,28231
25,10001
26,13970
27,29231
28,7211
29,10395
30,14073
31,545
32,35362
33,14052
34,22825
35,39564
36,29171
37,25664
38,34013
39,18966
40,23348
41,29112
42,5414
43,23943
44,22811
45,17461
46,22058
47,35580
48,1844
49,18256
50,22799
51,25357
52,26711
53,37963
54,26434
55,33319
56,10377
57,22714
58,25375
59,22665
60,29091
61,14117
62,22015
63,25400
64,14079
65,31523
66,33800
67,23439
68,25613
69,27036
70,39665
71,38024
72,2803
73,33528
74,6094
75,10470
76,6159
77,13914
78,8119
79,31146
80,41894
81,39577
82,13967
83,13934
84,37736
85,17496
86,2741
87,10477
88,18821
89,16406
90,35661
91,40951
92,23398
93,35789
94,27031
95,22251
96,19817
97,35442
98,4850
99,6158
