,0
0,40394
1,3968
2,11883
3,9881
4,26952
5,42731
6,36595
7,39893
8,25468
9,17108
10,17186
11,23503
12,38437
13,18324
14,11657
15,36006
16,1523
17,25137
18,3993
19,33388
20,17161
21,27736
22,40747
23,11146
24,4602
25,27864
26,38413
27,10152
28,38448
29,42379
30,39835
31,25802
32,12558
33,27752
34,6870
35,28065
36,26686
37,28468
38,27773
39,22391
40,11930
41,6879
42,17134
43,22377
44,32097
45,38529
46,39794
47,2792
48,33144
49,40476
50,40310
51,26997
52,39829
53,7613
54,9635
55,36317
56,13376
57,18406
58,42653
59,11830
60,26090
61,11517
62,27242
63,11527
64,37885
65,11880
66,13352
67,15220
68,41160
69,34487
70,35568
71,37498
72,7767
73,36190
74,38473
75,6776
76,26610
77,25467
78,38014
79,25505
80,12643
81,38887
82,39698
83,26987
84,19256
85,18415
86,13300
87,27383
88,16270
89,3939
90,11536
91,2713
92,9776
93,40293
94,1528
95,33292
96,20104
97,11543
98,34226
99,30476
