,0
0,18642
1,42259
2,24472
3,40361
4,4296
5,15558
6,37318
7,17372
8,6605
9,6599
10,15249
11,27423
12,26534
13,34189
14,42900
15,18498
16,9770
17,27753
18,8529
19,23945
20,16030
21,21025
22,8594
23,40195
24,23897
25,9736
26,12927
27,5235
28,15599
29,2834
30,2743
31,42987
32,34722
33,36068
34,15614
35,34748
36,12931
37,22073
38,31368
39,20816
40,13105
41,23211
42,7528
43,23277
44,40617
45,26869
46,27529
47,13071
48,40272
49,37316
50,37322
51,14206
52,14207
53,31433
54,32160
55,21106
56,40265
57,9759
58,20888
59,24391
60,26167
61,6703
62,27523
63,22021
64,26194
65,27833
66,2339
67,16755
68,9668
69,40581
70,38909
71,2606
72,41444
73,24423
74,16391
75,27924
76,2646
77,26190
78,40377
79,42985
80,20894
81,13080
82,22315
83,40298
84,43037
85,2002
86,14975
87,21028
88,1492
89,20957
90,31443
91,38038
92,31600
93,27976
94,39026
95,7450
96,37285
97,20895
98,24434
99,15979
