,0
0,13482
1,35366
2,7694
3,9287
4,27494
5,4854
6,27858
7,10582
8,24355
9,15794
10,10566
11,38348
12,37141
13,3372
14,38306
15,32862
16,25863
17,5745
18,15865
19,27734
20,38194
21,42744
22,15764
23,40429
24,23692
25,29834
26,2301
27,38255
28,15822
29,4753
30,24500
31,25994
32,40919
33,35376
34,3404
35,35435
36,23807
37,22310
38,15844
39,31863
40,4825
41,35395
42,40975
43,7745
44,38232
45,11960
46,15871
47,35389
48,25945
49,10523
50,38303
51,37050
52,4877
53,10645
54,40914
55,15819
56,27455
57,15758
58,23731
59,4870
60,3222
61,29601
62,10634
63,28053
64,38327
65,11063
66,27537
67,25953
68,11946
69,24372
70,35364
71,23813
72,10568
73,24353
74,35429
75,27829
76,24363
77,10627
78,32785
79,10613
80,4755
81,12351
82,39386
83,10612
84,4881
85,23801
86,10625
87,35340
88,678
89,4807
90,27812
91,23680
92,11856
93,27385
94,15812
95,24389
96,24488
97,27719
98,23681
99,10636
