,0
0,18879
1,20959
2,25153
3,11065
4,29131
5,36458
6,6566
7,17849
8,16120
9,30379
10,37115
11,29091
12,29151
13,33490
14,23858
15,14634
16,6458
17,41835
18,15498
19,25031
20,3246
21,1872
22,33570
23,29164
24,18832
25,9879
26,33810
27,26862
28,13980
29,36472
30,41894
31,15392
32,8130
33,1886
34,3348
35,5972
36,43064
37,23950
38,15768
39,26425
40,37391
41,9893
42,37079
43,34377
44,18881
45,41849
46,15067
47,6585
48,42419
49,37111
50,14546
51,37177
52,6520
53,32804
54,15500
55,25
56,42916
57,39425
58,11144
59,14653
60,13254
61,30425
62,16949
63,14659
64,8272
65,29522
66,42944
67,13297
68,5211
69,16960
70,17564
71,14629
72,3898
73,9751
74,39424
75,35490
76,23903
77,29212
78,14066
79,15399
80,17053
81,26375
82,11005
83,14608
84,6065
85,42834
86,34454
87,33516
88,9697
89,8176
90,13958
91,37160
92,6011
93,22565
94,12220
95,6497
96,43090
97,15516
98,15526
99,10646
