,0
0,8948
1,39967
2,12441
3,26104
4,33332
5,34889
6,20291
7,12385
8,33774
9,21267
10,38553
11,40205
12,4690
13,20325
14,38407
15,35161
16,7779
17,1746
18,16037
19,1786
20,25687
21,32046
22,1665
23,20421
24,37087
25,24672
26,8855
27,29735
28,37801
29,37542
30,26043
31,21037
32,38452
33,14728
34,19615
35,37711
36,2588
37,2431
38,7000
39,38569
40,36516
41,26555
42,14723
43,34833
44,3386
45,33320
46,29068
47,24337
48,29195
49,37791
50,6860
51,884
52,13063
53,38602
54,12403
55,32297
56,39195
57,6928
58,21967
59,36460
60,19220
61,37785
62,38605
63,31601
64,20979
65,11727
66,8837
67,31677
68,22983
69,17590
70,38647
71,8933
72,38366
73,32379
74,21214
75,25441
76,34693
77,35186
78,27547
79,38693
80,1653
81,29237
82,29381
83,31544
84,40108
85,23049
86,2579
87,20824
88,17593
89,2585
90,28712
91,26344
92,14762
93,28799
94,8799
95,33391
96,35220
97,29812
98,25868
99,35247
