,0
0,22762
1,3580
2,34947
3,31328
4,14455
5,32967
6,41385
7,37514
8,769
9,38590
10,40291
11,35321
12,13005
13,20935
14,42449
15,17881
16,17624
17,40110
18,3467
19,27152
20,35911
21,37679
22,4471
23,36233
24,14515
25,2225
26,12313
27,13355
28,20635
29,39012
30,13643
31,2413
32,5472
33,957
34,12254
35,42698
36,30116
37,23992
38,43126
39,34855
40,29405
41,42549
42,12728
43,34530
44,7326
45,22301
46,41801
47,1606
48,15839
49,18889
50,25980
51,23800
52,30562
53,7392
54,10921
55,24216
56,14749
57,5863
58,17658
59,36772
60,40817
61,33477
62,41914
63,10682
64,32345
65,3743
66,34913
67,970
68,18925
69,42060
70,29480
71,20962
72,29487
73,3274
74,15451
75,40293
76,12286
77,28088
78,17901
79,12912
80,40362
81,13539
82,15628
83,18764
84,41974
85,8864
86,34338
87,29417
88,36287
89,2077
90,12859
91,31496
92,11955
93,32807
94,8425
95,17451
96,42019
97,11154
98,37436
99,13310
