,0
0,16343
1,7729
2,19773
3,33799
4,25850
5,26922
6,25852
7,36605
8,27743
9,16227
10,22465
11,10135
12,38502
13,25456
14,37483
15,7614
16,2754
17,40794
18,11903
19,17222
20,11140
21,40838
22,27723
23,30573
24,37937
25,25377
26,7703
27,25125
28,18280
29,23530
30,10999
31,39454
32,7903
33,40557
34,39222
35,25711
36,9718
37,40430
38,11966
39,17071
40,27210
41,42611
42,4024
43,26295
44,40399
45,17153
46,38897
47,12667
48,40974
49,39400
50,25790
51,42667
52,36152
53,25828
54,40373
55,23940
56,37478
57,35515
58,36317
59,36142
60,25482
61,36321
62,40858
63,16229
64,36518
65,4041
66,36584
67,11963
68,25775
69,9793
70,7686
71,4979
72,38978
73,25458
74,37518
75,9638
76,19643
77,9767
78,35509
79,35491
80,35569
81,37352
82,25027
83,9697
84,40833
85,25069
86,25371
87,9786
88,23992
89,39429
90,17127
91,25506
92,31744
93,26947
94,27156
95,9800
96,26375
97,39884
98,38416
99,25782
