,0
0,33282
1,23947
2,13307
3,27379
4,21277
5,19099
6,32205
7,18486
8,32776
9,10634
10,24831
11,20794
12,28450
13,27467
14,16210
15,6700
16,6690
17,35696
18,35997
19,42748
20,6618
21,18889
22,5175
23,27882
24,21021
25,27465
26,163
27,40324
28,37219
29,37752
30,21161
31,17351
32,8543
33,5098
34,13361
35,23971
36,17248
37,1397
38,6729
39,1924
40,1090
41,26179
42,5172
43,15639
44,88
45,8587
46,19174
47,6619
48,13239
49,4286
50,7306
51,38909
52,14207
53,19199
54,40270
55,17357
56,31632
57,28523
58,5137
59,19100
60,1906
61,4335
62,34020
63,36159
64,23211
65,34787
66,37399
67,34215
68,23833
69,17318
70,6646
71,96
72,7273
73,23944
74,3806
75,23182
76,24387
77,29912
78,19191
79,26190
80,13108
81,10257
82,1121
83,7
84,37951
85,100
86,18584
87,32237
88,13026
89,23236
90,23503
91,33142
92,36042
93,32733
94,31663
95,3764
96,27463
97,27452
98,26628
99,7341
