,0
0,1910
1,5215
2,40091
3,12912
4,37762
5,1862
6,37812
7,9791
8,24941
9,27452
10,30674
11,26025
12,31550
13,19178
14,15677
15,8616
16,41587
17,17092
18,27496
19,6753
20,43024
21,24484
22,4297
23,24836
24,37846
25,18499
26,24420
27,2525
28,13057
29,27107
30,37303
31,23284
32,31781
33,13346
34,17340
35,1137
36,31447
37,2808
38,24466
39,6595
40,17149
41,22646
42,37910
43,29481
44,27086
45,7594
46,1078
47,28462
48,13049
49,30437
50,15936
51,22125
52,17089
53,9712
54,23180
55,1174
56,40302
57,32212
58,3797
59,19175
60,1122
61,37906
62,17287
63,2575
64,32260
65,5163
66,37210
67,13356
68,17281
69,11556
70,16887
71,5125
72,23267
73,86
74,28340
75,26590
76,12876
77,37239
78,19172
79,31422
80,23841
81,9643
82,23236
83,15671
84,8451
85,37701
86,6691
87,26028
88,6709
89,35826
90,36028
91,26376
92,40686
93,19100
94,16890
95,32797
96,37714
97,32777
98,24376
99,40284
