,0
0,30706
1,8787
2,1496
3,40386
4,37728
5,1959
6,20980
7,5236
8,30631
9,24425
10,36118
11,1487
12,50
13,31575
14,42607
15,24464
16,7285
17,24878
18,27736
19,9684
20,36428
21,2481
22,12914
23,32771
24,6732
25,24890
26,19194
27,33244
28,41535
29,17138
30,30616
31,2563
32,24378
33,28442
34,28544
35,3875
36,2573
37,24623
38,27834
39,5072
40,20056
41,3824
42,9693
43,40223
44,22649
45,31444
46,105
47,9665
48,26591
49,7553
50,6954
51,33529
52,3788
53,26589
54,15638
55,1458
56,21143
57,1029
58,21304
59,15599
60,2642
61,31583
62,37916
63,33257
64,3882
65,1088
66,5130
67,26683
68,8437
69,15693
70,35469
71,5093
72,39805
73,35004
74,12979
75,32759
76,40357
77,14204
78,26161
79,43013
80,40352
81,20855
82,40256
83,23636
84,42466
85,42618
86,325
87,32271
88,13521
89,35931
90,21303
91,7358
92,30669
93,21450
94,17255
95,29464
96,41587
97,12957
98,12850
99,8485
