,0
0,7592
1,7846
2,30462
3,40841
4,42387
5,26440
6,42958
7,42333
8,40844
9,42809
10,15420
11,33947
12,11624
13,33914
14,26237
15,3216
16,19221
17,2636
18,2561
19,37090
20,37599
21,17991
22,213
23,42984
24,24695
25,33619
26,33899
27,332
28,27809
29,37789
30,16315
31,10741
32,9744
33,25555
34,35960
35,18987
36,38154
37,40559
38,1010
39,7318
40,41063
41,30276
42,36498
43,40984
44,11627
45,6331
46,31653
47,20722
48,13264
49,37619
50,2603
51,39245
52,30254
53,35044
54,18983
55,41804
56,26325
57,18055
58,9693
59,19156
60,41702
61,40938
62,36352
63,37628
64,13312
65,30410
66,18480
67,30598
68,261
69,7670
70,26697
71,17447
72,9742
73,38095
74,7894
75,35882
76,33877
77,24831
78,9679
79,297
80,11803
81,9706
82,42396
83,18586
84,30380
85,25570
86,34128
87,40958
88,34898
89,30071
90,35037
91,11547
92,18954
93,37084
94,29810
95,37375
96,11501
97,8614
98,37022
99,13468
