,0
0,10134
1,35358
2,37792
3,14155
4,36464
5,1733
6,25461
7,29216
8,15044
9,25471
10,14093
11,5213
12,22034
13,12831
14,10317
15,33450
16,25545
17,33586
18,1738
19,10050
20,26045
21,9929
22,42330
23,19087
24,43082
25,7321
26,41131
27,33607
28,18815
29,41831
30,35379
31,2798
32,22693
33,18843
34,36036
35,40708
36,13650
37,41907
38,22270
39,22305
40,34048
41,17120
42,13672
43,13985
44,9997
45,25918
46,26028
47,6152
48,37068
49,18999
50,31442
51,34001
52,40738
53,16775
54,23936
55,33123
56,25427
57,26429
58,18294
59,8488
60,42371
61,41016
62,40990
63,17414
64,16842
65,26464
66,10032
67,18447
68,34116
69,16789
70,23454
71,25601
72,26935
73,39924
74,42320
75,33557
76,26013
77,17263
78,37818
79,6535
80,39932
81,17509
82,40764
83,18327
84,22054
85,35752
86,3248
87,16849
88,14130
89,33370
90,33464
91,39975
92,863
93,6123
94,13640
95,10044
96,17468
97,22623
98,33509
99,29115
