,0
0,3160
1,150
2,9677
3,42578
4,9040
5,16392
6,27174
7,18699
8,38241
9,27867
10,26971
11,27731
12,7834
13,18963
14,37378
15,14880
16,12986
17,15846
18,42588
19,24374
20,14268
21,35411
22,32634
23,23893
24,7865
25,32761
26,27727
27,6087
28,27862
29,20409
30,12496
31,1789
32,15133
33,24432
34,29430
35,805
36,33449
37,38111
38,38299
39,25870
40,4824
41,20351
42,29091
43,19177
44,3254
45,27350
46,18999
47,35494
48,10308
49,23955
50,1195
51,38273
52,1702
53,7812
54,41050
55,25745
56,42478
57,3522
58,5864
59,37452
60,29181
61,22295
62,29533
63,26877
64,23947
65,18610
66,19418
67,38347
68,5021
69,4761
70,27930
71,32642
72,20219
73,20322
74,27969
75,4755
76,31474
77,3409
78,23673
79,37352
80,35655
81,26933
82,29171
83,32367
84,3539
85,676
86,20421
87,10420
88,18939
89,27804
90,10647
91,54
92,16347
93,11923
94,25961
95,35462
96,11930
97,15026
98,21100
99,1697
