,0
0,36146
1,34716
2,40014
3,21578
4,27606
5,37490
6,33781
7,6642
8,2582
9,20967
10,31114
11,28114
12,5919
13,1671
14,18334
15,18420
16,19262
17,21336
18,30470
19,5843
20,33601
21,2589
22,26925
23,23434
24,22101
25,11703
26,13534
27,26862
28,31133
29,23464
30,10029
31,35646
32,13714
33,34557
34,3116
35,26924
36,23360
37,16856
38,36206
39,4924
40,39924
41,22022
42,31116
43,13779
44,25744
45,16863
46,21455
47,26483
48,16745
49,29277
50,5815
51,30546
52,37168
53,1001
54,26984
55,28155
56,18958
57,32724
58,26787
59,27658
60,20969
61,23154
62,33510
63,5999
64,5787
65,36089
66,22118
67,26851
68,35122
69,37144
70,23869
71,37492
72,30586
73,39108
74,37096
75,25719
76,39944
77,6576
78,30430
79,18271
80,19210
81,31164
82,5858
83,25126
84,26474
85,31236
86,5960
87,31132
88,6527
89,11068
90,36138
91,17873
92,20563
93,22337
94,26981
95,21448
96,19103
97,1448
98,41903
99,379
