,0
0,41036
1,34854
2,11703
3,37783
4,200
5,40327
6,29204
7,6310
8,18422
9,179
10,37126
11,40358
12,17069
13,29897
14,21373
15,29088
16,334
17,13264
18,13237
19,17566
20,25866
21,228
22,29089
23,33894
24,910
25,34800
26,6366
27,37636
28,29838
29,16302
30,24826
31,40832
32,23650
33,42119
34,30267
35,30268
36,25533
37,40990
38,17539
39,24735
40,33506
41,7590
42,17542
43,18951
44,40472
45,13292
46,27834
47,39247
48,20636
49,19050
50,37642
51,34932
52,40253
53,9782
54,37776
55,9777
56,37777
57,18996
58,24820
59,37041
60,25639
61,30148
62,33593
63,30507
64,37663
65,37510
66,40797
67,17492
68,13280
69,30180
70,33343
71,18933
72,15392
73,17433
74,13437
75,7305
76,20643
77,30390
78,244
79,25861
80,9827
81,42266
82,29842
83,40750
84,33244
85,25603
86,21326
87,40892
88,21427
89,42270
90,26201
91,29154
92,20769
93,30468
94,40844
95,37848
96,11667
97,31288
98,13254
99,19165
