,0
0,35189
1,17140
2,11991
3,32096
4,1591
5,19610
6,40178
7,34982
8,1553
9,17952
10,37709
11,8869
12,12419
13,21130
14,21161
15,28757
16,38421
17,12436
18,29833
19,1823
20,17196
21,19753
22,25024
23,18004
24,33434
25,35168
26,2691
27,21639
28,28720
29,32394
30,15909
31,35956
32,21140
33,35879
34,20957
35,42913
36,21051
37,23016
38,25451
39,23413
40,40129
41,20833
42,42456
43,33311
44,29789
45,35183
46,31797
47,3462
48,116
49,32407
50,12397
51,17655
52,29686
53,1522
54,42419
55,40145
56,14747
57,1758
58,37839
59,33313
60,40202
61,23385
62,8825
63,29835
64,34397
65,21224
66,29805
67,12400
68,14760
69,16020
70,33366
71,1819
72,25363
73,2667
74,20834
75,33450
76,3535
77,27950
78,7933
79,42484
80,31627
81,2557
82,8843
83,8875
84,28760
85,20943
86,21200
87,37846
88,28880
89,14710
90,37522
91,21061
92,37740
93,3544
94,24342
95,28832
96,42470
97,27547
98,14768
99,13013
