,0
0,5202
1,17090
2,27820
3,3843
4,37261
5,10791
6,9776
7,6954
8,25000
9,24438
10,37386
11,36011
12,33253
13,38949
14,42700
15,37441
16,17403
17,21393
18,8550
19,33155
20,23516
21,12880
22,19183
23,33182
24,33456
25,9678
26,11556
27,19213
28,13173
29,27132
30,17797
31,5119
32,42974
33,3752
34,17093
35,5206
36,26172
37,30671
38,11
39,1916
40,26152
41,36607
42,37196
43,40361
44,24835
45,7281
46,36099
47,7423
48,9763
49,23936
50,24924
51,37761
52,24397
53,32435
54,20002
55,18515
56,39948
57,9755
58,35230
59,33137
60,18493
61,1989
62,1352
63,39936
64,5187
65,14210
66,1370
67,6669
68,23989
69,27000
70,26571
71,1958
72,21802
73,33434
74,19184
75,4232
76,31578
77,21018
78,39945
79,13277
80,15638
81,37286
82,43084
83,6749
84,7537
85,31355
86,2430
87,28504
88,42938
89,20410
90,20970
91,4272
92,17346
93,3776
94,6867
95,28486
96,110
97,33371
98,37945
99,40247
