,0
0,21525
1,34988
2,35062
3,16774
4,23468
5,29292
6,27607
7,41564
8,26735
9,4058
10,2640
11,3483
12,33757
13,13841
14,21455
15,26371
16,3045
17,39900
18,26898
19,5803
20,36842
21,38244
22,10109
23,20464
24,15356
25,3540
26,29241
27,23475
28,5999
29,15268
30,22090
31,2657
32,13678
33,33267
34,34730
35,22085
36,26412
37,6836
38,6505
39,415
40,15264
41,5779
42,23485
43,3517
44,20108
45,39964
46,29793
47,4093
48,28161
49,35794
50,5885
51,11829
52,1494
53,33567
54,38322
55,36239
56,13765
57,1506
58,11667
59,22371
60,39059
61,19163
62,34128
63,16830
64,12174
65,13527
66,20104
67,20468
68,27551
69,2539
70,29046
71,39126
72,26858
73,39370
74,39337
75,29804
76,19116
77,9962
78,20502
79,30713
80,20976
81,38316
82,6027
83,36182
84,34482
85,29059
86,6686
87,5820
88,35010
89,26940
90,37431
91,5969
92,41886
93,30222
94,13850
95,7891
96,30246
97,16731
98,23980
99,30469
