,0
0,32891
1,20543
2,26685
3,25891
4,40497
5,16394
6,28306
7,35381
8,23136
9,35931
10,36344
11,27860
12,41971
13,3343
14,26212
15,38208
16,34671
17,7802
18,10562
19,33925
20,17854
21,16732
22,18480
23,17711
24,24196
25,25373
26,37992
27,13365
28,18787
29,21905
30,14098
31,39642
32,31718
33,24514
34,22707
35,10678
36,4280
37,36623
38,31370
39,4888
40,37616
41,23697
42,26809
43,32459
44,35264
45,25253
46,11149
47,36243
48,41224
49,22206
50,5828
51,33463
52,11136
53,42639
54,31096
55,38695
56,40544
57,7868
58,3239
59,4193
60,27058
61,12382
62,26729
63,30515
64,8026
65,40255
66,40469
67,18529
68,38211
69,6280
70,1395
71,21422
72,14632
73,30440
74,35729
75,27671
76,29760
77,36652
78,21942
79,38504
80,38423
81,14466
82,15091
83,40087
84,36441
85,23980
86,26340
87,31390
88,34321
89,33462
90,15891
91,34872
92,552
93,41344
94,4145
95,29267
96,26352
97,27260
98,22126
99,31898
