,0
0,10535
1,36434
2,26
3,24413
4,11
5,25857
6,32345
7,23773
8,3505
9,27806
10,33423
11,97
12,35398
13,40920
14,27161
15,25918
16,37010
17,29164
18,10588
19,41044
20,29223
21,10618
22,11098
23,27864
24,7683
25,25937
26,23907
27,122
28,27164
29,38303
30,32426
31,23805
32,29222
33,37167
34,25773
35,23726
36,38253
37,41036
38,29097
39,22979
40,37473
41,21047
42,7695
43,32670
44,41062
45,23914
46,11150
47,32677
48,19078
49,11104
50,20303
51,24479
52,28005
53,21082
54,9302
55,37467
56,15718
57,24493
58,27136
59,68
60,10633
61,27995
62,24837
63,12934
64,37394
65,3362
66,9338
67,7859
68,29139
69,38353
70,27791
71,41018
72,9009
73,7835
74,4804
75,27844
76,9355
77,27879
78,27839
79,19009
80,22
81,27826
82,9408
83,24792
84,24428
85,15785
86,27951
87,10704
88,17031
89,10768
90,10711
91,19016
92,109
93,10569
94,14951
95,24709
96,3520
97,26945
98,19000
99,13354
