,0
0,40890
1,24666
2,26008
3,13033
4,29197
5,2680
6,39904
7,32044
8,38987
9,29075
10,37836
11,34917
12,8818
13,29185
14,38486
15,38662
16,35254
17,16420
18,19093
19,21236
20,1602
21,31646
22,29236
23,34929
24,41778
25,30472
26,19744
27,15895
28,1772
29,21100
30,34884
31,34846
32,21150
33,35211
34,3354
35,34891
36,37660
37,16498
38,1827
39,31914
40,36357
41,21264
42,43160
43,14773
44,8942
45,19618
46,12662
47,34955
48,14725
49,1679
50,17590
51,28562
52,38370
53,35259
54,13082
55,33377
56,20865
57,34800
58,42885
59,38502
60,21812
61,42872
62,29809
63,13024
64,42789
65,29201
66,37634
67,21010
68,21072
69,34747
70,8790
71,12077
72,7781
73,31094
74,4561
75,42857
76,16720
77,17150
78,34781
79,35172
80,35279
81,3485
82,12476
83,32421
84,3538
85,21208
86,40114
87,19661
88,1003
89,40055
90,23932
91,20994
92,1937
93,35305
94,34651
95,20818
96,35816
97,12398
98,35214
99,36348
