,0
0,29450
1,9053
2,35834
3,36408
4,42086
5,20180
6,5619
7,35836
8,13742
9,38272
10,19380
11,9364
12,12419
13,7747
14,1821
15,13413
16,21
17,10500
18,12837
19,42534
20,5625
21,7389
22,23944
23,27011
24,5136
25,10436
26,5017
27,4010
28,24683
29,12894
30,25781
31,38035
32,29578
33,19288
34,19429
35,47
36,7429
37,20206
38,30423
39,38274
40,29176
41,15787
42,38329
43,29676
44,12991
45,20371
46,17249
47,35457
48,19127
49,27021
50,8241
51,15869
52,40197
53,9095
54,9413
55,23677
56,13807
57,38117
58,25884
59,24784
60,11738
61,24351
62,13708
63,7749
64,10342
65,31582
66,9396
67,7263
68,10282
69,27724
70,23749
71,819
72,34488
73,9048
74,789
75,52
76,4870
77,38192
78,38203
79,23865
80,41016
81,3238
82,17066
83,7441
84,17992
85,5158
86,11132
87,15814
88,27078
89,17953
90,23720
91,13429
92,31530
93,24715
94,20288
95,25499
96,22710
97,3417
98,19094
99,23815
