,0
0,37173
1,31414
2,7430
3,31459
4,18445
5,11724
6,30863
7,4214
8,34857
9,30318
10,12337
11,24833
12,24737
13,24763
14,853
15,11745
16,34855
17,2561
18,24816
19,8970
20,37044
21,9866
22,31426
23,30391
24,2676
25,851
26,3219
27,18561
28,25882
29,34870
30,34908
31,18503
32,9608
33,9530
34,31537
35,215
36,2643
37,42348
38,11657
39,27806
40,35957
41,22320
42,31419
43,33285
44,42258
45,42931
46,11563
47,42295
48,24744
49,20625
50,7589
51,29562
52,42985
53,16073
54,17376
55,17108
56,30860
57,11751
58,17375
59,18439
60,2566
61,11503
62,4069
63,34566
64,37095
65,9688
66,40529
67,37105
68,24781
69,237
70,11539
71,2593
72,43021
73,37042
74,2685
75,11695
76,16185
77,31305
78,37146
79,4082
80,2572
81,38128
82,34893
83,7275
84,11723
85,9666
86,34979
87,230
88,24822
89,267
90,30336
91,37081
92,7598
93,10804
94,35865
95,9667
96,42323
97,24811
98,43045
99,30331
