,0
0,25168
1,8934
2,24589
3,42674
4,26560
5,2466
6,24785
7,31186
8,10919
9,11563
10,3806
11,34903
12,31288
13,34756
14,24114
15,41266
16,34868
17,32877
18,25664
19,28184
20,6663
21,25580
22,22252
23,10662
24,41350
25,41879
26,43186
27,13556
28,24744
29,31202
30,26430
31,957
32,24753
33,25764
34,3214
35,39943
36,10661
37,20291
38,28668
39,22239
40,8875
41,43106
42,33722
43,978
44,16900
45,34126
46,17613
47,11868
48,9616
49,14332
50,41379
51,28449
52,22092
53,11982
54,20365
55,34962
56,20681
57,33230
58,30479
59,41780
60,30451
61,26541
62,22263
63,34120
64,41338
65,39772
66,13661
67,43095
68,8791
69,21668
70,38259
71,28790
72,39904
73,12163
74,24088
75,33190
76,1696
77,964
78,36705
79,4282
80,10803
81,10800
82,31400
83,30915
84,34155
85,5194
86,27447
87,31302
88,9488
89,34001
90,31277
91,41262
92,24251
93,22074
94,37527
95,20440
96,39138
97,24730
98,12686
99,24668
