,number,size,inter,residual
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,7.087297957547229e-52,3.4467818329266565e-20,0.9636309063035083,
13,,,,
14,,,,
15,,,,
16,0.0005337353208161735,7.913425797617295e-06,0.6656410099210813,
17,4.63627952535184e-08,2.0454687637350297e-05,0.31118213858081367,
18,0.15014275317175088,0.002768651719368931,0.969994322406301,
19,0.00011430674041248746,5.873596682149826e-05,0.22223540580971987,
20,0.0033864391435898342,0.0009266988430017039,0.8470038024538716,
21,2.3823568640413987e-12,5.831716150760992e-06,0.0021607553076218285,
22,0.011783162886916436,6.8204790088731735e-06,0.937110734767329,
23,0.4984353052953352,0.4986824742344431,0.45010655547767525,
24,,,,
25,3.006828347672302e-52,1.730069397479231e-11,0.9999787151632741,
26,,,,
27,,,,
28,,,,
29,0.0002356396360909559,0.004228321016864025,0.021057678712893,
30,0.005003016733038162,5.420986862347593e-06,0.6459201181785672,
31,0.00437969516603487,1.3694758521765312e-05,0.7406088464848062,
32,4.205794845740024e-08,0.0012428071520532748,0.02269364753802296,
33,2.5543876978057635e-08,2.774888976381577e-08,0.004271123530128896,
34,0.01786313476598464,0.002006935811696397,0.9877981219106802,
35,9.227435224763986e-22,1.8615381797738744e-08,1.8100420623701745e-07,
36,0.2668890904713282,0.28084072936778726,0.6788155862477239,
37,,,,
38,9.832713869211485e-70,1.6653499245830264e-16,0.9516190519269513,
39,,,,
40,,,,
41,,,,
42,2.833161915627508e-18,1.566668984988498e-05,0.12077972032137615,
43,3.2656820017874024e-06,4.935123108471082e-08,0.008785477288055977,
44,2.936852657991259e-22,2.2989926711364776e-07,1.9404371393415965e-08,
45,2.5306114321790118e-08,3.757416369642493e-08,0.0006743856855311617,
46,5.8983937567861736e-06,2.612496409161992e-08,0.02357278924611996,
47,5.138367441034317e-12,1.1898753066735153e-06,0.033273580335890916,
48,1.1740286733302256e-29,4.026863327320757e-09,1.8017025793615288e-05,
49,0.1782792301903234,0.004990547352936004,0.8988292180658257,
50,,,,
51,1.058901652596662e-30,9.530971553161491e-18,0.9726504188881842,
52,,,,
53,,,,
54,,,,
55,2.8010828640869138e-08,6.307763229079483e-05,0.050953365956283136,
56,2.0341749192221375e-06,6.637640003664589e-07,0.00012776161635077513,
57,1.5294451309024328e-05,2.2722900613738416e-07,0.06700726935195503,
58,0.0023395112502515225,0.02513429690755241,0.9726328804230024,
59,3.269177827721164e-08,0.0005418654813036906,0.11816653658169535,
60,6.463038613997786e-09,0.00021102210399273462,0.04444910247904208,
61,1.248114425961902e-12,2.16332064332533e-06,0.08573993585014746,
62,0.040988661306008,0.5372291130631605,0.789187930907253,
63,,,,
64,2.143721148043451e-29,1.4741465028219467e-15,0.6353918430077203,
65,,,,
66,,,,
67,,,,
